County,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Emanuel,30.31341108,30.27696793,30.24052478,30.20408163,30.16763848,30.13119534,30.09475219,30.05830904,30.02186589,29.98542274,29.95043732,30.13848397,30.32653061,30.51457726,30.70262391,30.89067055,31.0787172,31.26676385,31.4548105,31.64285714,31.83236152,31.94314869,32.05539359,32.16763848,32.27842566,32.39067055,32.50291545,32.61370262,32.72594752,32.83819242,32.95043732,32.78571429,33.14577259,32.99271137,32.77113703,32.74635569,32.65889213,32.8425656
Evans,45.55675676,45.71351351,45.87567568,46.03243243,46.19459459,46.35675676,46.51351351,46.67567568,46.83243243,46.99459459,47.15675676,48.11351351,49.07027027,50.02702703,50.98378378,51.94054054,52.8972973,53.85405405,54.81081081,55.76756757,56.72972973,57.01081081,57.2972973,57.58378378,57.87027027,58.15675676,58.43783784,58.72432432,59.01081081,59.2972973,59.58378378,59.38378378,57.76756757,58.41081081,58.52432432,57.87567568,57.66486486,58.24324324
Fannin,38.20725389,38.52849741,38.84974093,39.17357513,39.49481865,39.81865285,40.13989637,40.4611399,40.78497409,41.10621762,41.43005181,42.41450777,43.4015544,44.38601036,45.37305699,46.36010363,47.34455959,48.33160622,49.31606218,50.30310881,51.29015544,52.29274611,53.29792746,54.30051813,55.30569948,56.31088083,57.3134715,58.31865285,59.32124352,60.32642487,61.33160622,61.2357513,61.16062176,61.71761658,61.77720207,63.25906736,64.74352332,65.60103627
Fayette,147.4263959,164.3654822,181.3045685,198.2436548,215.1827411,232.1269036,249.0659898,266.0050761,282.9441624,299.8832487,316.8274112,331.4670051,346.1116751,360.7563452,375.4010152,390.0456853,404.6852792,419.3299492,433.9746193,448.6192893,463.2639594,471.2182741,479.177665,487.1370558,495.0913706,503.0507614,511.0101523,518.964467,526.9238579,534.8832487,542.8426396,544.2233503,545.177665,548.8781726,554.9238579,559.8274112,564.7106599,571.3147208
Floyd,155.5555556,155.8382066,156.1208577,156.4035088,156.6861598,156.9688109,157.251462,157.5341131,157.8167641,158.0994152,158.3840156,160.1988304,162.0136452,163.8304094,165.6452242,167.4619883,169.2768031,171.0916179,172.9083821,174.7231969,176.539961,177.6822612,178.8245614,179.9668616,181.1111111,182.2534113,183.3957115,184.539961,185.6822612,186.8245614,187.9688109,187.5653021,187.1345029,186.9805068,187.0545809,187.6081871,188.3430799,190.2787524
Forsyth,123.7079646,130.840708,137.9778761,145.1106195,152.2477876,159.380531,166.5176991,173.6504425,180.7876106,187.920354,195.0575221,219.0929204,243.1283186,267.1681416,291.2035398,315.2433628,339.2787611,363.3141593,387.3539823,411.3893805,435.4292035,470.1017699,504.7743363,539.4469027,574.119469,608.7920354,643.4646018,678.1371681,712.8097345,747.4823009,782.1548673,805.460177,827.9911504,859.0132743,897.9867257,935.3274336,973.7477876,1008.70354
Franklin,57.73764259,58.29277567,58.85171103,59.40684411,59.96577947,60.52091255,61.07984791,61.63498099,62.19391635,62.74904943,63.30798479,64.68821293,66.07224335,67.45247148,68.8365019,70.21673004,71.60076046,72.98098859,74.36501901,75.74524715,77.12927757,77.80608365,78.48669202,79.16730038,79.84410646,80.52471483,81.20532319,81.88212928,82.56273764,83.24334601,83.92395437,83.53992395,83.34980989,83.82889734,84.35741445,84.7148289,84.81368821,86.76806084
Fulton,1115.130435,1126.291115,1137.453686,1148.616257,1159.776938,1170.939509,1182.102079,1193.26276,1204.425331,1215.587902,1226.750473,1258.328922,1289.909263,1321.487713,1353.068053,1384.646503,1416.226843,1447.805293,1479.385633,1510.964083,1542.544423,1563.298677,1584.05293,1604.807183,1625.561437,1646.31569,1667.069943,1687.824197,1708.57845,1729.332703,1750.088847,1793.589792,1842.94518,1858.090737,1880.26087,1907.071834,1936.196597,1968.663516
Gilmer,26.01873536,26.54566745,27.07494145,27.60421546,28.13348946,28.66276347,29.18969555,29.71896956,30.24824356,30.77751756,31.30679157,33.66744731,36.03044496,38.39344262,40.75644028,43.11943794,45.48009368,47.84309133,50.20608899,52.56908665,54.93208431,56.07025761,57.21077283,58.35128806,59.49180328,60.6323185,61.77283372,62.91334895,64.05386417,65.19437939,66.33489461,66.34192037,66.25995316,67.25761124,68.00234192,69.33723653,70.33489461,71.83606557
Glascock,16.54166667,16.52083333,16.50694444,16.48611111,16.47222222,16.45138889,16.4375,16.41666667,16.40277778,16.38194444,16.36805556,16.5,16.63888889,16.77777778,16.91666667,17.05555556,17.19444444,17.33333333,17.47222222,17.61111111,17.75,18.10416667,18.46527778,18.82638889,19.1875,19.54861111,19.90972222,20.27083333,20.63194444,20.99305556,21.35416667,21.52083333,21.55555556,21.22222222,20.875,20.97222222,20.77777778,21.26388889
Glynn,130.2867299,132.0663507,133.8483412,135.6279621,137.4099526,139.1895735,140.971564,142.7511848,144.5331754,146.3127962,148.0947867,149.2962085,150.4976303,151.6990521,152.9004739,154.1042654,155.3056872,156.507109,157.7085308,158.9099526,160.1137441,163,165.8886256,168.7772512,171.6658768,174.5545024,177.443128,180.3317536,183.2203791,186.1090047,188.9976303,190.0047393,191.8720379,193.3554502,195.1018957,198.0900474,200.3033175,202.0900474
Gordon,84.70422535,86.11267606,87.52112676,88.92957746,90.33802817,91.74929577,93.15774648,94.56619718,95.97464789,97.38309859,98.7943662,101.3380282,103.8816901,106.4253521,108.9690141,111.515493,114.0591549,116.6028169,119.1464789,121.6901408,124.2366197,127.3661972,130.4985915,133.628169,136.7605634,139.8901408,143.0225352,146.1521127,149.284507,152.4140845,155.5464789,156.3295775,156.8704225,157.1239437,157.4028169,158.8366197,160.5267606,160.8140845
Grady,43.32969432,43.42358079,43.51746725,43.61353712,43.70742358,43.80349345,43.89737991,43.99126638,44.08733624,44.18122271,44.27729258,45.01528384,45.75327511,46.49126638,47.22925764,47.96724891,48.70524017,49.44323144,50.18122271,50.91921397,51.65720524,51.95414847,52.25327511,52.55240175,52.85152838,53.15065502,53.44759825,53.74672489,54.04585153,54.34497817,54.6441048,54.84934498,55.24235808,54.89737991,55.16812227,54.84061135,54.35152838,54.18995633
Greene,29.35824742,29.46134021,29.56443299,29.66752577,29.77061856,29.87628866,29.97938144,30.08247423,30.18556701,30.28865979,30.3943299,31.06701031,31.73969072,32.41237113,33.08762887,33.76030928,34.43298969,35.10824742,35.78092784,36.45360825,37.12886598,37.53350515,37.94072165,38.34793814,38.75257732,39.15979381,39.56701031,39.97164948,40.37886598,40.78608247,41.19329897,41.44329897,41.6314433,41.96391753,42.45360825,43.01030928,43.65721649,44.53865979
Gwinnett,385.4572748,428.4133949,471.3718245,514.330254,557.2863741,600.2448037,643.2032333,686.1593533,729.1177829,772.0762125,815.034642,869.4295612,923.8267898,978.2240185,1032.621247,1087.018476,1141.413395,1195.810624,1250.207852,1304.605081,1359.002309,1409.764434,1460.528868,1511.290993,1562.055427,1612.819861,1663.581986,1714.34642,1765.108545,1815.872979,1866.637413,1903.385681,1937.976905,1976.438799,2019.56582,2060.362587,2094.921478,2125.311778
Habersham,90,90.9352518,91.8705036,92.8057554,93.74100719,94.67625899,95.61151079,96.54676259,97.48201439,98.41726619,99.35611511,102.3345324,105.3129496,108.2913669,111.2697842,114.2482014,117.2266187,120.205036,123.1834532,126.1618705,129.1438849,131.7194245,134.2985612,136.8741007,139.4532374,142.0323741,144.6079137,147.1870504,149.7625899,152.3417266,154.9208633,154.9136691,156.1834532,155.4172662,156.9064748,157.6223022,158.9100719,160.3129496
Hall,192.0025381,197.0203046,202.0406091,207.0609137,212.0812183,217.1015228,222.1218274,227.142132,232.1624365,237.1827411,242.2030457,253.3299492,264.4593909,275.5888325,286.7182741,297.8477157,308.9771574,320.106599,331.2360406,342.3654822,353.4949239,363.8451777,374.1954315,384.5456853,394.8959391,405.248731,415.5989848,425.9492386,436.2994924,446.6497462,457.0025381,463.1142132,468.0228426,474.0228426,480.9137056,488.5939086,498.0634518,505.9263959
Hancock,20.01268499,19.89429175,19.77589852,19.65750529,19.53911205,19.42283298,19.30443975,19.18604651,19.06765328,18.94926004,18.83298097,19.0782241,19.3255814,19.57293869,19.82029598,20.06765328,20.31289641,20.5602537,20.80761099,21.05496829,21.30232558,21.16490486,21.02959831,20.89429175,20.7589852,20.62367865,20.48625793,20.35095137,20.21564482,20.08033827,19.94503171,19.86469345,19.1987315,18.93657505,18.12896406,18.15433404,18.30232558,18.09936575
Haralson,65.32624113,66.58156028,67.83687943,69.09574468,70.35106383,71.60992908,72.86524823,74.12056738,75.37943262,76.63475177,77.89361702,79.21276596,80.53191489,81.85460993,83.17375887,84.4964539,85.81560284,87.13475177,88.45744681,89.77659574,91.09929078,92.18439716,93.27304965,94.36170213,95.45035461,96.53900709,97.62765957,98.71631206,99.80496454,100.893617,101.9822695,100.9432624,100.3971631,100.4787234,101.0035461,101.7765957,102.2446809,103.7446809
Harris,33.32758621,33.82758621,34.32758621,34.82974138,35.32974138,35.83189655,36.33189655,36.83189655,37.33405172,37.83405172,38.3362069,39.60775862,40.88146552,42.15517241,43.42672414,44.70043103,45.97413793,47.24568966,48.51939655,49.79310345,51.06681034,52.89008621,54.71336207,56.53663793,58.35991379,60.18318966,62.00646552,63.82974138,65.65301724,67.4762931,69.29956897,69.64008621,70.21551724,70.13793103,70.57758621,71.4762931,72.45043103,73.09267241
Hart,80.10775862,80.59051724,81.07758621,81.56465517,82.04741379,82.53448276,83.02155172,83.50431034,83.99137931,84.47844828,84.96551724,86.37931034,87.79741379,89.2112069,90.62931034,92.04310345,93.4612069,94.875,96.29310345,97.70689655,99.125,100.0905172,101.0603448,102.0258621,102.9956897,103.9655172,104.9310345,105.9008621,106.8663793,107.8362069,108.8060345,109.6163793,110.0474138,109.8405172,109.4612069,109.7112069,110.1206897,111.1810345
Heard,22.02702703,22.73648649,23.44932432,24.16216216,24.875,25.58783784,26.2972973,27.01013514,27.72297297,28.43581081,29.14864865,29.9527027,30.75675676,31.56418919,32.36824324,33.17567568,33.97972973,34.78378378,35.59121622,36.39527027,37.2027027,37.47972973,37.76013514,38.03716216,38.31756757,38.59459459,38.875,39.15202703,39.43243243,39.70945946,39.98986486,39.61148649,39.35472973,39.05743243,39.25675676,39.02702703,39.10135135,39.62837838
Henry,112.4117647,119.3560372,126.3003096,133.244582,140.1888545,147.1362229,154.0804954,161.0247678,167.9690402,174.9133127,181.8606811,200.622291,219.3839009,238.1455108,256.9071207,275.6687307,294.4303406,313.1919505,331.9535604,350.7151703,369.4767802,396.0340557,422.5944272,449.1517028,475.7120743,502.2724458,528.8297214,555.3900929,581.9473684,608.5077399,635.0681115,641.1145511,644.6563467,650.9349845,660.3157895,671.2910217,685.3095975,699.1114551
Houston,205.8488064,208.9257294,212.0026525,215.0795756,218.1591512,221.2360743,224.3129973,227.3925729,230.469496,233.5464191,236.6259947,242.3421751,248.061008,253.7798408,259.4960212,265.2148541,270.933687,276.6498674,282.3687003,288.0875332,293.806366,301.7612732,309.7161804,317.6710875,325.6259947,333.5809019,341.535809,349.4907162,357.4456233,365.4005305,373.3580902,381.8859416,387.4297082,391.9124668,395.0291777,397.0424403,402.8169761,407.1061008
Irwin,25.17647059,25.08123249,24.9859944,24.8907563,24.79551821,24.70028011,24.60504202,24.50980392,24.41456583,24.31932773,24.22689076,24.58543417,24.94397759,25.30252101,25.66106443,26.02240896,26.38095238,26.7394958,27.09803922,27.45658263,27.81792717,27.72268908,27.6302521,27.53501401,27.44257703,27.35014006,27.25490196,27.16246499,27.06722689,26.97478992,26.88235294,27.16246499,26.93837535,26.23529412,25.48459384,25.65546218,26.21568627,26.35854342
Jackson,74.10233918,75.46491228,76.82748538,78.19005848,79.55263158,80.91812865,82.28070175,83.64327485,85.00584795,86.36842105,87.73391813,91.11988304,94.50584795,97.89473684,101.2807018,104.6695906,108.0555556,111.4415205,114.8304094,118.2163743,121.6052632,127.1929825,132.7807018,138.3684211,143.9561404,149.5438596,155.1315789,160.7192982,166.3070175,171.8947368,177.4824561,178.2923977,177.9444444,179.1959064,181.5730994,185.3070175,189.994152,197.4239766
Jasper,20.41351351,20.65675676,20.9,21.14324324,21.38648649,21.62972973,21.87297297,22.11621622,22.35945946,22.6027027,22.84594595,23.64864865,24.45135135,25.25405405,26.05945946,26.86216216,27.66486486,28.47027027,29.27297297,30.07567568,30.88108108,31.54864865,32.21621622,32.88378378,33.55135135,34.21891892,34.88648649,35.55405405,36.22162162,36.88918919,37.55675676,37.4,36.88648649,36.77297297,36.63243243,37.07297297,37.35405405,37.74054054
Jeff,34.45345345,34.61861862,34.78678679,34.95495495,35.12312312,35.29129129,35.45945946,35.62762763,35.7957958,35.96396396,36.13213213,36.32732733,36.52252252,36.71771772,36.91291291,37.11111111,37.30630631,37.5015015,37.6966967,37.89189189,38.09009009,38.81681682,39.54354354,40.27027027,41,41.72672673,42.45345345,43.18318318,43.90990991,44.63663664,45.36636637,45.51951952,45.63963964,45.1951952,44.85585586,45.09009009,44.95495495,45.12012012
Jefferson,34.85416667,34.66477273,34.47727273,34.28787879,34.10037879,33.91098485,33.72348485,33.53409091,33.34659091,33.15719697,32.96969697,32.94128788,32.91477273,32.88825758,32.86174242,32.83522727,32.80681818,32.78030303,32.75378788,32.72727273,32.70075758,32.62689394,32.55492424,32.48295455,32.41098485,32.33901515,32.26515152,32.19318182,32.12121212,32.04924242,31.97727273,31.77840909,30.9905303,30.79356061,30.56818182,30.17992424,29.90151515,29.63636364
Jenkins,25.26,25.08857143,24.92,24.74857143,24.58,24.41142857,24.24,24.07142857,23.9,23.73142857,23.56285714,23.65428571,23.74857143,23.84285714,23.93714286,24.03142857,24.12285714,24.21714286,24.31142857,24.40571429,24.5,24.42571429,24.35428571,24.28285714,24.21142857,24.14,24.06571429,23.99428571,23.92285714,23.85142857,23.78,23.22,26.04571429,26.28571429,25.83142857,25.34,25.05714286,25.04857143
Johnson,28.48684211,28.375,28.26644737,28.15789474,28.04934211,27.94078947,27.83223684,27.72368421,27.61513158,27.50657895,27.39802632,27.47368421,27.54934211,27.625,27.70065789,27.77631579,27.85197368,27.92763158,28.00328947,28.07894737,28.15789474,28.62828947,29.10197368,29.57236842,30.04605263,30.51973684,30.99013158,31.46381579,31.93421053,32.40789474,32.88157895,32.92434211,32.94736842,32.63157895,32.33552632,32.01973684,32.00657895,32.19736842
Jones,42.0786802,43.13451777,44.19035533,45.24619289,46.30203046,47.35786802,48.41370558,49.46954315,50.52538071,51.58121827,52.63705584,53.37309645,54.10913706,54.84517766,55.58121827,56.31725888,57.05329949,57.7893401,58.52538071,59.26142132,59.99746193,61.26649746,62.53807107,63.80964467,65.08121827,66.35279188,67.62182741,68.89340102,70.16497462,71.43654822,72.70812183,72.92893401,72.64720812,72.52538071,72.72588832,72.20050761,72.46954315,72.25888325
Lamar,66.02702703,66.47027027,66.91351351,67.35675676,67.80540541,68.24864865,68.69189189,69.14054054,69.58378378,70.02702703,70.47567568,72.02702703,73.57837838,75.13513514,76.68648649,78.24324324,79.79459459,81.34594595,82.9027027,84.45405405,86.01081081,87.28108108,88.55135135,89.82162162,91.09189189,92.36756757,93.63783784,94.90810811,96.17837838,97.44864865,98.72432432,98.15675676,97.44324324,96.85405405,98.2972973,98.57297297,99.83783784,100.5351351
Lanier,30.23529412,30.1657754,30.10160428,30.03743316,29.96791444,29.90374332,29.83957219,29.77005348,29.70588235,29.64171123,29.57754011,30.49197861,31.40641711,32.32085561,33.23529412,34.14973262,35.06417112,35.97860963,36.89304813,37.80748663,38.72192513,40.2459893,41.77540107,43.29946524,44.82887701,46.35828877,47.88235294,49.41176471,50.93582888,52.46524064,53.99465241,56.02673797,55.95187166,55.67914439,55.45989305,54.95721925,55.90374332,55.7486631
Laurens,45.49815498,45.86592866,46.23493235,46.60393604,46.97293973,47.34194342,47.7097171,48.07872079,48.44772448,48.81672817,49.18573186,49.78597786,50.38745387,50.98769988,51.58917589,52.19065191,52.79089791,53.39237392,53.99261993,54.59409594,55.19557196,55.62730627,56.05904059,56.49200492,56.92373924,57.35670357,57.78843788,58.2201722,58.65313653,59.08487085,59.51783518,58.84870849,58.74415744,58.63591636,58.58671587,58.34071341,58.04674047,58.21648216
Lee,32.82022472,34.1011236,35.38483146,36.66573034,37.9494382,39.23314607,40.51404494,41.79775281,43.07865169,44.36235955,45.64606742,48.03370787,50.4241573,52.81460674,55.20224719,57.59269663,59.98314607,62.37078652,64.76123596,67.15168539,69.54213483,70.56741573,71.59550562,72.62359551,73.65168539,74.67977528,75.70786517,76.73595506,77.76404494,78.79213483,79.82022472,80.28370787,80.64606742,81.59269663,81.84831461,82.01404494,82.10674157,82.78089888
Liberty,72.41425819,75.33526012,78.25626204,81.17726397,84.0982659,87.02119461,89.94219653,92.86319846,95.78420039,98.70520231,101.628131,103.3352601,105.044316,106.7514451,108.460501,110.1676301,111.8766859,113.583815,115.2928709,117,118.7090559,118.911368,119.1136802,119.3159923,119.5183044,119.7206166,119.9229287,120.1252408,120.327553,120.5298651,120.7321773,125.4123314,123.955684,120.0038536,123.344894,118.5433526,118.2851638,118.2774566
Lincoln,31.82938389,32.17061611,32.51658768,32.85781991,33.20379147,33.54976303,33.89099526,34.23696682,34.57819905,34.92417062,35.27014218,35.69668246,36.12796209,36.55450237,36.98578199,37.41706161,37.8436019,38.27488152,38.7014218,39.13270142,39.56398104,39.38388626,39.20379147,39.02369668,38.8436019,38.66824645,38.48815166,38.30805687,38.12796209,37.9478673,37.77251185,37.30331754,36.78672986,36.64454976,36.21327014,36.59241706,37.27014218,37.34597156
Long,11.28179551,11.69825436,12.11720698,12.5361596,12.95511222,13.37406484,13.79052369,14.20947631,14.62842893,15.04738155,15.46633416,16.48877805,17.51122195,18.53366584,19.55610973,20.58104738,21.60349127,22.62593516,23.64837905,24.67082294,25.6957606,26.78553616,27.87531172,28.96508728,30.05486284,31.1446384,32.23441397,33.32418953,34.41396509,35.50374065,36.59351621,37.92518703,40.21446384,41.44139651,42.88279302,44.54114713,46.36907731,47.41645885
Lowndes,134.8650794,136.452381,138.0416667,139.6309524,141.2202381,142.8095238,144.3988095,145.9880952,147.577381,149.1666667,150.7559524,153.9563492,157.156746,160.359127,163.5595238,166.7619048,169.9623016,173.1626984,176.3650794,179.5654762,182.7678571,186.2539683,189.7400794,193.2261905,196.7123016,200.1984127,203.6845238,207.1706349,210.656746,214.1428571,217.6289683,221.2301587,226.4087302,224.0218254,225.3571429,225.047619,226.797619,229.1448413
Lumpkin,37.8943662,39.23591549,40.57746479,41.91901408,43.26056338,44.60211268,45.94366197,47.28521127,48.62676056,49.96830986,51.31338028,53.58098592,55.84859155,58.11619718,60.38732394,62.65492958,64.92253521,67.19366197,69.46126761,71.72887324,74,77.27464789,80.54929577,83.82394366,87.10211268,90.37676056,93.65140845,96.92957746,100.2042254,103.4788732,106.7570423,107.4119718,108.2112676,108.8626761,109.75,110.3873239,111.0140845,115.75
McDuffie,46.01985112,46.40942928,46.79900744,47.18858561,47.58064516,47.97022333,48.35980149,48.75186104,49.14143921,49.53101737,49.92307692,50.19851117,50.47394541,50.74937965,51.0248139,51.30272953,51.57816377,51.85359801,52.12903226,52.4044665,52.68238213,52.82382134,52.96526055,53.10918114,53.25062035,53.39454094,53.53598015,53.67741935,53.82133995,53.96277916,54.10669975,53.63027295,53.67245658,53.35483871,53.40942928,53.25558313,53.24069479,53.34491315
McIntosh,28.33098592,28.53521127,28.74295775,28.95070423,29.1584507,29.36619718,29.57042254,29.77816901,29.98591549,30.19366197,30.40140845,31.17957746,31.95774648,32.73591549,33.51760563,34.29577465,35.07394366,35.8556338,36.63380282,37.41197183,38.19366197,39.41197183,40.63380282,41.85211268,43.07394366,44.29225352,45.51408451,46.73239437,47.95422535,49.17253521,50.3943662,50.08098592,48.88028169,49.39084507,49.52464789,49.41197183,49.54929577,49.66901408
Macon,38.15531335,37.91280654,37.67029973,37.42779292,37.1852861,36.94277929,36.70027248,36.45776567,36.21525886,35.97275204,35.73297003,35.99455041,36.25613079,36.51771117,36.77929155,37.04087193,37.30245232,37.5640327,37.82561308,38.08719346,38.34877384,38.5013624,38.65667575,38.8119891,38.96457766,39.11989101,39.27520436,39.42779292,39.58310627,39.73841962,39.89373297,39.40599455,38.98092643,38.10081744,37.70844687,37.38147139,36.83923706,36.27792916
Madison,68.25769231,69.52692308,70.79615385,72.06538462,73.33846154,74.60769231,75.87692308,77.15,78.41923077,79.68846154,80.96153846,82.76153846,84.56153846,86.36153846,88.16153846,89.96153846,91.76153846,93.56153846,95.36153846,97.16153846,98.96153846,99.89615385,100.8307692,101.7653846,102.7038462,103.6384615,104.5730769,105.5115385,106.4461538,107.3807692,108.3192308,108.1730769,107.7923077,108.2884615,108.9615385,109.1692308,110.8730769,112.7
Marion,12.20506912,12.2718894,12.33870968,12.40552995,12.47465438,12.54147465,12.60829493,12.67741935,12.74423963,12.81105991,12.88018433,13.23732719,13.59447005,13.95391705,14.31105991,14.67050691,15.02764977,15.38479263,15.74423963,16.10138249,16.46082949,16.82949309,17.19815668,17.56682028,17.93548387,18.30414747,18.67281106,19.04147465,19.41013825,19.77880184,20.14976959,20.07373272,20.01612903,19.80875576,19.94239631,19.76036866,19.61059908,19.47004608
Meriwether,42.20477137,42.43936382,42.67395626,42.90854871,43.14314115,43.37972167,43.61431412,43.84890656,44.08349901,44.31809145,44.55467197,44.57852883,44.60238569,44.62624254,44.65208748,44.67594433,44.69980119,44.72564612,44.74950298,44.77335984,44.79920477,44.65805169,44.51888668,44.3777336,44.23856859,44.09940358,43.9582505,43.81908549,43.67793241,43.5387674,43.39960239,42.95626243,42.43936382,42.20874751,42.1888668,42.11928429,41.89264414,41.84691849
Miller,24.86925795,24.60070671,24.33215548,24.06360424,23.795053,23.53003534,23.2614841,22.99293286,22.72438163,22.45583039,22.19081272,22.22614841,22.2614841,22.29681979,22.33568905,22.37102473,22.40636042,22.44522968,22.48056537,22.51590106,22.55477032,22.4664311,22.37809187,22.28975265,22.20141343,22.11660777,22.02826855,21.93992933,21.85159011,21.76325088,21.67844523,21.46996466,21.23321555,20.86219081,21.02120141,20.66431095,20.78091873,20.62897527
Mitchell,41.23828125,41.07421875,40.91015625,40.74609375,40.58203125,40.41796875,40.25390625,40.08984375,39.92578125,39.76171875,39.59960938,40.3125,41.02734375,41.7421875,42.45507813,43.16992188,43.88476563,44.59765625,45.3125,46.02734375,46.7421875,46.65625,46.57226563,46.48828125,46.40234375,46.31835938,46.234375,46.1484375,46.06445313,45.98046875,45.89648438,45.70507813,45.08984375,44.921875,44.390625,43.82226563,43.77148438,43.5390625
Monroe,36.89393939,37.52525253,38.15656566,38.78787879,39.42171717,40.0530303,40.68434343,41.31818182,41.94949495,42.58080808,43.21464646,44.38636364,45.55808081,46.73232323,47.9040404,49.07828283,50.25,51.42171717,52.5959596,53.76767677,54.94191919,56.05555556,57.17171717,58.28535354,59.40151515,60.51515152,61.63131313,62.74494949,63.86111111,64.97474747,66.09090909,66.52020202,66.60353535,67.22222222,67.32323232,67.43686869,67.87626263,68.46717172
Montgomery,28.61632653,28.67755102,28.73877551,28.8,28.86122449,28.92653061,28.9877551,29.04897959,29.11020408,29.17142857,29.23673469,29.68571429,30.13877551,30.59183673,31.04081633,31.49387755,31.94693878,32.39591837,32.84897959,33.30204082,33.75510204,34.11020408,34.46530612,34.8244898,35.17959184,35.53877551,35.89387755,36.24897959,36.60816327,36.96326531,37.32244898,36.87346939,36.28979592,36.57142857,36.47346939,36.33061224,36.66530612,36.86122449
Morgan,33.06285714,33.43714286,33.81142857,34.18571429,34.56,34.93428571,35.30857143,35.68285714,36.05714286,36.43142857,36.80857143,37.54285714,38.27714286,39.01428571,39.74857143,40.48571429,41.22,41.95428571,42.69142857,43.42571429,44.16285714,44.86,45.55714286,46.25428571,46.95142857,47.64857143,48.34571429,49.04285714,49.74,50.43714286,51.13714286,51.15142857,50.87428571,50.52285714,51.13428571,51.28857143,51.77428571,52.60571429
Murray,57.22383721,59.10174419,60.97965116,62.85755814,64.73546512,66.61627907,68.49418605,70.37209302,72.25,74.12790698,76.00872093,79.01744186,82.02906977,85.04069767,88.05232558,91.06395349,94.0755814,97.0872093,100.0988372,103.1104651,106.122093,107.002907,107.8866279,108.7703488,109.6511628,110.5348837,111.4186047,112.2994186,113.1831395,114.0668605,114.9505814,114.5639535,114.4476744,114.1017442,114.2965116,114.8081395,114.4651163,115.6453488
