County,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Muscogee,787.537037,791.7824074,796.0277778,800.2731481,804.5185185,808.7638889,813.0092593,817.2546296,821.5,825.7453704,829.9907407,833.2361111,836.4814815,839.7268519,842.9768519,846.2222222,849.4675926,852.7175926,855.962963,859.2083333,862.4583333,864.6851852,866.9166667,869.1481481,871.3796296,873.6111111,875.8425926,878.0740741,880.3055556,882.537037,884.7685185,904.3148148,921.5324074,941.0833333,929.2314815,920.75,908.8287037,898.4166667
Newton,124.9601449,127.6086957,130.2608696,132.9130435,135.5652174,138.2173913,140.8695652,143.5217391,146.173913,148.826087,151.4782609,158.7934783,166.1086957,173.423913,180.7427536,188.057971,195.3731884,202.692029,210.0072464,217.3224638,224.6413043,238.4637681,252.2898551,266.1123188,279.9384058,293.7644928,307.5869565,321.4130435,335.2355072,349.0615942,362.8876812,364.0434783,365.942029,369.884058,375.0289855,380.2826087,386.1594203,391.5869565
Oconee,66.81182796,69.60215054,72.39247312,75.1827957,77.97311828,80.76344086,83.55376344,86.34408602,89.1344086,91.92473118,94.72043011,99.34408602,103.9731183,108.6021505,113.2258065,117.8548387,122.483871,127.1075269,131.7365591,136.3655914,140.9946237,144.5860215,148.1827957,151.7741935,155.3709677,158.9623656,162.5591398,166.1505376,169.7473118,173.3387097,176.9354839,178.7526882,180.1236559,183.1397849,188.5,192.688172,198.2043011,204.4516129
Oglethorpe,20.24716553,20.43537415,20.62358277,20.81405896,21.00226757,21.19274376,21.38095238,21.569161,21.75963719,21.9478458,22.138322,22.78911565,23.4399093,24.09070295,24.7414966,25.39455782,26.04535147,26.69614512,27.34693878,27.99773243,28.65079365,29.16099773,29.67346939,30.18594104,30.69614512,31.20861678,31.72108844,32.23129252,32.74376417,33.25623583,33.76870748,33.33786848,32.89115646,32.69387755,32.96598639,33.39002268,33.35600907,33.73469388
Paulding,83.15286624,88.08917197,93.02547771,97.96178344,102.8980892,107.8343949,112.7707006,117.7070064,122.6433121,127.5796178,132.5191083,145.2770701,158.0382166,170.7993631,183.5573248,196.3184713,209.0796178,221.8375796,234.5987261,247.3598726,260.1210191,279.5923567,299.066879,318.5382166,338.0127389,357.4872611,376.9585987,396.433121,415.9044586,435.3789809,454.8535032,457.3057325,461.0063694,467.4808917,473.3025478,483.3471338,494.8216561,507.7866242
Peach,126.8278146,128.1721854,129.5231788,130.8741722,132.2251656,133.5761589,134.9205298,136.2715232,137.6225166,138.9735099,140.3245033,141.9602649,143.602649,145.2450331,146.8874172,148.5298013,150.1721854,151.8145695,153.4569536,155.0993377,156.7417219,159.4370861,162.1390728,164.8410596,167.5430464,170.2450331,172.9470199,175.6490066,178.3509934,181.0529801,183.7549669,183.3708609,183.3112583,179.3178808,179.4503311,178.5562914,178.1390728,179.4635762
Pickens,50.22413793,51.42241379,52.62068966,53.81896552,55.01724138,56.21551724,57.4137931,58.61206897,59.81034483,61.00862069,62.20689655,65.89224138,69.57758621,73.26293103,76.94827586,80.63362069,84.31896552,88.00431034,91.68965517,95.375,99.06465517,101.8491379,104.637931,107.4267241,110.2155172,113.0043103,115.7931034,118.5818966,121.3706897,124.1594828,126.9482759,126.7758621,126.2155172,126.762931,128.6206897,130.0905172,132.3060345,136.1551724
Pierce,34.6851312,35.10204082,35.51895044,35.93586006,36.35276968,36.7696793,37.18658892,37.60349854,38.02040816,38.43731778,38.85714286,39.52769679,40.20116618,40.87463557,41.54810496,42.22157434,42.89212828,43.56559767,44.23906706,44.91253644,45.58600583,46.51020408,47.43731778,48.36443149,49.29154519,50.21865889,51.14577259,52.0728863,53,53.9271137,54.85422741,54.74927114,55.14577259,55.47813411,55.47230321,55.75218659,56.02915452,56.28862974
Pike,40.99541284,41.58256881,42.17431193,42.76605505,43.35321101,43.94495413,44.53669725,45.12385321,45.71559633,46.30733945,46.89908257,48.48623853,50.0733945,51.66513761,53.25229358,54.8440367,56.43119266,58.01834862,59.61009174,61.19724771,62.78899083,64.7293578,66.66972477,68.61009174,70.55045872,72.49082569,74.43119266,76.37155963,78.31192661,80.25229358,82.19266055,81.55963303,81.49541284,81.51834862,81.47247706,82.21100917,82.21559633,83.56422018
Polk,104.1350482,104.5916399,105.0514469,105.511254,105.9710611,106.4308682,106.8906752,107.3504823,107.8102894,108.2700965,108.7299035,110.1157556,111.5016077,112.8874598,114.2733119,115.6623794,117.0482315,118.4340836,119.8199357,121.2057878,122.5948553,123.6881029,124.7813505,125.8778135,126.9710611,128.0675241,129.1607717,130.2540193,131.3504823,132.4437299,133.5401929,132.8135048,132.2540193,132.0675241,131.7073955,133.0289389,134.1800643,135.3215434
Pulaski,36.23481781,35.89068826,35.55060729,35.21052632,34.87044534,34.53036437,34.18623482,33.84615385,33.50607287,33.1659919,32.82591093,33.42510121,34.0242915,34.62348178,35.22267206,35.82186235,36.42105263,37.02024291,37.6194332,38.21862348,38.81781377,39.78137652,40.74493927,41.70850202,42.67206478,43.63562753,44.59919028,45.56275304,46.52631579,47.48987854,48.45748988,47.94331984,47.37651822,46.82591093,46.59919028,46.1417004,45.77732794,45.34817814
Putnam,29.92732558,31.04360465,32.15988372,33.27616279,34.39244186,35.51162791,36.62790698,37.74418605,38.86046512,39.97674419,41.09593023,42.45348837,43.81395349,45.17151163,46.53197674,47.88953488,49.25,50.60755814,51.96802326,53.3255814,54.68604651,55.37790698,56.07267442,56.76453488,57.45930233,58.15116279,58.84593023,59.5377907,60.23255814,60.9244186,61.61918605,61.84883721,61.55813953,61.99127907,61.59883721,62.08139535,62.63953488,63.16860465
Quitman,15.50657895,15.40789474,15.30921053,15.21052632,15.11184211,15.01973684,14.92105263,14.82236842,14.72368421,14.625,14.53289474,14.78289474,15.03947368,15.29605263,15.55263158,15.80921053,16.06578947,16.32236842,16.57894737,16.83552632,17.09210526,17.03289474,16.98026316,16.92763158,16.86842105,16.81578947,16.76315789,16.70394737,16.65131579,16.59868421,16.54605263,16.16447368,15.85526316,15.59868421,15.06578947,15.00657895,15.34868421,15.51315789
Rabun,28.21024259,28.52830189,28.84636119,29.16442049,29.48247978,29.8032345,30.1212938,30.4393531,30.7574124,31.0754717,31.39622642,32.31266846,33.22911051,34.14555256,35.06199461,35.98113208,36.89757412,37.81401617,38.73045822,39.64690027,40.56603774,40.89757412,41.22911051,41.5606469,41.89218329,42.22641509,42.55795148,42.88948787,43.22102426,43.55256065,43.88679245,43.85444744,43.99460916,43.67385445,43.62533693,43.80592992,44.54986523,44.74932615
Randolph,22.37529138,22.00699301,21.63869464,21.27272727,20.9044289,20.53846154,20.17016317,19.8018648,19.43589744,19.06759907,18.7016317,18.64568765,18.59207459,18.53846154,18.48484848,18.43123543,18.37529138,18.32167832,18.26806527,18.21445221,18.16083916,18.13053613,18.1025641,18.07226107,18.04428904,18.01398601,17.98601399,17.95571096,17.92773893,17.8974359,17.86946387,17.63170163,17.02564103,16.77855478,17.04428904,16.83216783,16.84149184,16.49184149
Richmond,560.5833333,563.0802469,565.5771605,568.0740741,570.5709877,573.0679012,575.5648148,578.0617284,580.558642,583.0555556,585.5524691,588.654321,591.7592593,594.8611111,597.9660494,601.0709877,604.1728395,607.2777778,610.3796296,613.4845679,616.5895062,616.9290123,617.2716049,617.6111111,617.9537037,618.2932099,618.6358025,618.9753086,619.3179012,619.6574074,620,618.4506173,622.1882716,620.808642,621.2716049,622.212963,623.4814815,622.8395062
Rockdale,280.5114504,293.7480916,306.9847328,320.2290076,333.4656489,346.7099237,359.9465649,373.1832061,386.4274809,399.6641221,412.9083969,425.1374046,437.3664122,449.5954198,461.8244275,474.0534351,486.2824427,498.5114504,510.740458,522.9694656,535.1984733,546.8473282,558.4961832,570.1450382,581.7938931,593.4503817,605.0992366,616.7480916,628.3969466,640.0458015,651.7022901,652.6946565,653.0992366,661.2061069,667.2977099,677,682.2519084,689.4045802
Schley,20.43452381,20.52380952,20.61904762,20.70833333,20.80357143,20.89285714,20.98809524,21.07738095,21.17261905,21.26190476,21.35714286,21.45833333,21.56547619,21.67261905,21.7797619,21.88690476,21.98809524,22.0952381,22.20238095,22.30952381,22.41666667,23.16071429,23.9047619,24.64880952,25.39285714,26.13690476,26.88095238,27.625,28.36904762,29.11309524,29.86309524,30.01190476,29.89285714,30.31547619,30.875,30.89285714,30.70238095,31.0297619
Screven,21.6712963,21.63888889,21.60802469,21.57716049,21.5462963,21.5154321,21.4845679,21.4537037,21.42283951,21.39197531,21.36111111,21.59722222,21.83333333,22.06944444,22.30555556,22.54320988,22.77932099,23.0154321,23.25154321,23.48765432,23.72530864,23.58950617,23.45524691,23.31944444,23.18518519,23.05092593,22.91512346,22.7808642,22.64506173,22.51080247,22.37654321,22.22839506,21.86728395,21.82561728,21.60493827,21.69290123,21.65432099,21.53240741
Seminole,38.05462185,38.03361345,38.01260504,37.99159664,37.97478992,37.95378151,37.93277311,37.91596639,37.89495798,37.87394958,37.85714286,38.00420168,38.15546218,38.30672269,38.45798319,38.6092437,38.7605042,38.91176471,39.06302521,39.21428571,39.36554622,39.09243697,38.82352941,38.55462185,38.28571429,38.01680672,37.74369748,37.47478992,37.20588235,36.93697479,36.66806723,36.82773109,37.26470588,37.16386555,36.13865546,35.97478992,35.48319328,34.84033613
Spalding,241.9141414,245.2222222,248.5353535,251.8484848,255.1616162,258.4747475,261.7828283,265.0959596,268.4090909,271.7222222,275.0353535,277.0353535,279.0353535,281.0353535,283.0353535,285.0353535,287.0353535,289.0353535,291.0353535,293.0353535,295.0353535,297.8838384,300.7373737,303.5909091,306.4444444,309.2979798,312.1515152,315.0050505,317.8585859,320.7121212,323.5656566,323.3383838,321.6161616,320.7323232,321.6919192,322.3636364,326.0252525,330.2020202
Stephens,121.5810056,122.4134078,123.2458101,124.0837989,124.9162011,125.7541899,126.5865922,127.4189944,128.2569832,129.0893855,129.9273743,131.1396648,132.3575419,133.575419,134.7932961,136.0111732,137.2234637,138.4413408,139.6592179,140.877095,142.0949721,142.4860335,142.877095,143.2681564,143.6592179,144.0502793,144.4413408,144.8324022,145.2234637,145.6145251,146.0111732,143.9888268,143.7709497,142.9217877,142.1284916,142.3743017,143.7094972,144.6368715
Stewart,12.8453159,12.79084967,12.73856209,12.68627451,12.63398693,12.58169935,12.52723312,12.47494553,12.42265795,12.37037037,12.31808279,12.22875817,12.1416122,12.05446623,11.96732026,11.88017429,11.79084967,11.7037037,11.61655773,11.52941176,11.4422658,11.62527233,11.81045752,11.99346405,12.17864924,12.36383442,12.54684096,12.73202614,12.91503268,13.10021786,13.28540305,13.22875817,13.33115468,12.11764706,12.78867102,12.78213508,12.79956427,13.03921569
Sumter,60.53608247,60.71340206,60.89278351,61.07216495,61.25154639,61.43092784,61.60824742,61.78762887,61.96701031,62.14639175,62.3257732,62.93814433,63.55051546,64.1628866,64.77525773,65.38969072,66.00206186,66.61443299,67.22680412,67.83917526,68.45360825,68.34639175,68.24123711,68.13402062,68.02886598,67.92371134,67.81649485,67.71134021,67.60412371,67.49896907,67.39381443,66.14845361,65.15670103,64.64742268,64.29896907,63.29072165,62.58762887,61.54020619
Talbot,16.63104326,16.6259542,16.62340967,16.62086514,16.61832061,16.61577608,16.61068702,16.60814249,16.60559796,16.60305344,16.60050891,16.59287532,16.58524173,16.58015267,16.57251908,16.56743003,16.55979644,16.55216285,16.54707379,16.5394402,16.53435115,16.62340967,16.71501272,16.80407125,16.8956743,16.98473282,17.07633588,17.1653944,17.25699746,17.34605598,17.43765903,17.36132316,16.82951654,16.61323155,16.56234097,16.47328244,16.1653944,15.90076336
Taliaferro,10.42051282,10.35897436,10.2974359,10.23589744,10.17948718,10.11794872,10.05641026,10,9.938461538,9.876923077,9.820512821,9.902564103,9.984615385,10.06666667,10.14871795,10.23589744,10.31794872,10.4,10.48205128,10.56410256,10.65128205,10.45641026,10.26666667,10.07179487,9.882051282,9.692307692,9.497435897,9.307692308,9.112820513,8.923076923,8.733333333,8.748717949,8.58974359,8.661538462,8.692307692,8.435897436,8.338461538,8.348717949
Tattnall,37.46694215,37.38016529,37.29545455,37.2107438,37.12603306,37.04132231,36.95454545,36.86983471,36.78512397,36.70041322,36.61570248,37.56198347,38.50826446,39.45454545,40.40289256,41.34917355,42.29545455,43.24380165,44.19008264,45.13636364,46.08471074,46.73966942,47.39669421,48.05165289,48.70867769,49.36570248,50.02066116,50.67768595,51.33264463,51.98966942,52.64669421,52.5785124,52.64049587,53.01446281,52.38016529,52.44421488,52.23347107,52.34297521
Taylor,20.9047619,20.83597884,20.76719577,20.6984127,20.62962963,20.56084656,20.49206349,20.42328042,20.35449735,20.28571429,20.21693122,20.52645503,20.83597884,21.14550265,21.45767196,21.76719577,22.07671958,22.38888889,22.6984127,23.00793651,23.32010582,23.30952381,23.2989418,23.28835979,23.27777778,23.26719577,23.25661376,23.24603175,23.23544974,23.22486772,23.21428571,22.31481481,22.11111111,22.16137566,22.15343915,21.8042328,21.69047619,21.53968254
Telfair,25.95238095,25.85034014,25.75056689,25.64852608,25.54875283,25.44671202,25.34693878,25.24489796,25.14512472,25.0430839,24.94331066,25.12244898,25.3015873,25.4829932,25.66213152,25.84353741,26.02267574,26.20181406,26.38321995,26.56235828,26.74376417,27.81632653,28.89115646,29.96371882,31.03854875,32.11337868,33.18594104,34.26077098,35.33333333,36.40816327,37.4829932,36.88435374,37.18367347,37.79138322,37.4399093,37.39909297,36.35827664,36.25623583
Terrell,35.76488095,35.35714286,34.95238095,34.54464286,34.13988095,33.73511905,33.32738095,32.92261905,32.51488095,32.11011905,31.70535714,31.79761905,31.89285714,31.98809524,32.08035714,32.17559524,32.27083333,32.36309524,32.45833333,32.55357143,32.64880952,32.2172619,31.78869048,31.35714286,30.92857143,30.49702381,30.06845238,29.63690476,29.20833333,28.77678571,28.34821429,27.94940476,27.46130952,27.28869048,27.03571429,26.83928571,26.45238095,25.97916667
Thomas,69.52189781,69.68248175,69.84489051,70.00729927,70.16970803,70.33211679,70.49270073,70.65510949,70.81751825,70.97992701,71.14233577,71.82664234,72.51094891,73.19525547,73.87956204,74.56386861,75.24817518,75.93248175,76.61678832,77.30109489,77.98722628,78.3540146,78.72080292,79.08759124,79.45437956,79.82116788,80.1879562,80.55474453,80.92153285,81.28832117,81.65693431,81.39233577,81.31386861,81.78284672,81.95072993,82.02554745,82.2810219,81.71350365
Tift,124.0075472,124.8113208,125.6188679,126.4226415,127.2301887,128.0377358,128.8415094,129.6490566,130.4528302,131.2603774,132.0679245,133.3509434,134.6377358,135.9245283,137.2113208,138.4981132,139.7849057,141.0716981,142.3584906,143.645283,144.9320755,145.6264151,146.3245283,147.0226415,147.7207547,148.4188679,149.1169811,149.8150943,150.5132075,151.2113208,151.909434,155.4679245,154.7396226,151.8603774,152.9660377,153.3056604,153.3962264,153.2
Toombs,61.55858311,61.96185286,62.36512262,62.76839237,63.17166213,63.57493188,63.97820163,64.38147139,64.78474114,65.1880109,65.59128065,66.13351499,66.67847411,67.22070845,67.76566757,68.30790191,68.85286104,69.39509537,69.9400545,70.48228883,71.02724796,71.34877384,71.67302452,71.9972752,72.31880109,72.64305177,72.96730245,73.28882834,73.61307902,73.9373297,74.26158038,74.15531335,74.09809264,74.14986376,74.05449591,74.15531335,74.10081744,73.56675749
Towns,33.96385542,34.63253012,35.30722892,35.97590361,36.65060241,37.3253012,37.9939759,38.6686747,39.3373494,40.01204819,40.68674699,42.22891566,43.77710843,45.31927711,46.86746988,48.40963855,49.95783133,51.5,53.04819277,54.59036145,56.13855422,56.86746988,57.59638554,58.3253012,59.05421687,59.78313253,60.51204819,61.24096386,61.96987952,62.69879518,63.43373494,63.72289157,63.61445783,64.97590361,66.74698795,67.12650602,68.36746988,69.31325301
Treutlen,30.28358209,30.23383085,30.18905473,30.14427861,30.09452736,30.04975124,30.00497512,29.95522388,29.91044776,29.86567164,29.82089552,30.24875622,30.67661692,31.10447761,31.53233831,31.960199,32.3880597,32.8159204,33.24378109,33.67164179,34.09950249,34.11442786,34.13432836,34.15422886,34.16915423,34.18905473,34.20895522,34.2238806,34.24378109,34.26368159,34.28358209,33.94527363,33.78109453,33.25870647,33.87064677,33.82089552,33.46766169,33.53233831
Troup,120.7801932,122.115942,123.4516908,124.7874396,126.1256039,127.4613527,128.7971014,130.1352657,131.4710145,132.8067633,134.1449275,134.9275362,135.7101449,136.4927536,137.2777778,138.0603865,138.8429952,139.6280193,140.410628,141.1932367,141.9782609,143.9758454,145.97343,147.97343,149.9710145,151.9710145,153.968599,155.9661836,157.9661836,159.9637681,161.9637681,163.3743961,164.9855072,166.205314,167.3115942,167.9396135,168.5410628,168.5652174
Turner,33.25174825,32.96853147,32.68531469,32.4020979,32.12237762,31.83916084,31.55594406,31.27622378,30.99300699,30.70979021,30.43006993,30.70979021,30.98951049,31.26923077,31.54895105,31.82867133,32.10839161,32.38811189,32.66783217,32.94755245,33.23076923,33.02097902,32.81118881,32.6013986,32.3951049,32.18531469,31.97552448,31.76923077,31.55944056,31.34965035,31.14335664,31.24825175,29.51398601,28.68531469,28.19230769,27.90559441,27.87412587,27.83566434
Twiggs,25.98333333,26.10833333,26.23333333,26.35833333,26.48333333,26.61111111,26.73611111,26.86111111,26.98611111,27.11111111,27.23888889,27.45555556,27.67222222,27.89166667,28.10833333,28.32777778,28.54444444,28.76111111,28.98055556,29.19722222,29.41666667,28.96388889,28.51388889,28.06388889,27.61388889,27.16388889,26.71111111,26.26111111,25.81111111,25.36111111,24.91111111,24.50277778,23.74444444,23.64722222,23.26666667,23.10277778,22.875,22.70555556
Union,29.07120743,29.87616099,30.68111455,31.48606811,32.29411765,33.09907121,33.90402477,34.7120743,35.51702786,36.32198142,37.13003096,38.76780186,40.40866873,42.04643963,43.6873065,45.32817337,46.96594427,48.60681115,50.24458204,51.88544892,53.52631579,54.78947368,56.05263158,57.31578947,58.57894737,59.84210526,61.10526316,62.36842105,63.63157895,64.89473684,66.16099071,65.79566563,66.0371517,66.32198142,67.36532508,68.14241486,70.15479876,72.62848297
Upson,79.74846626,79.8404908,79.93251534,80.02453988,80.11656442,80.21165644,80.30368098,80.39570552,80.48773006,80.5797546,80.67484663,81.07055215,81.46932515,81.86809816,82.26380368,82.66257669,83.06134969,83.45705521,83.85582822,84.25460123,84.65337423,84.48773006,84.32208589,84.15644172,83.99386503,83.82822086,83.66257669,83.5,83.33435583,83.16871166,83.00613497,82.60122699,81.50920245,81.10429448,80.3006135,80.49079755,80.40797546,80.16871166
Walker,126.6143498,127.0336323,127.4529148,127.8721973,128.2914798,128.7107623,129.1300448,129.5493274,129.9686099,130.3878924,130.8071749,131.4147982,132.0224215,132.6300448,133.2399103,133.8475336,134.455157,135.0650224,135.6726457,136.2802691,136.8901345,138.6457399,140.4035874,142.161435,143.9170404,145.6748879,147.4327354,149.1883408,150.9461883,152.7040359,154.4618834,154.2914798,153.5381166,153.8542601,153.9484305,153.5852018,153.1973094,154.5717489
Walton,94.8662614,97.10638298,99.34954407,101.5896657,103.8328267,106.0729483,108.3161094,110.556231,112.7993921,115.0395137,117.2826748,124,130.7173252,137.4346505,144.1519757,150.8693009,157.5866261,164.3039514,171.0212766,177.7386018,184.4589666,191.5227964,198.5896657,205.6534954,212.7203647,219.787234,226.8510638,233.9179331,240.9817629,248.0486322,255.1155015,257.0972644,258.2613982,261.4893617,266.0759878,268.6717325,273.2857143,278.4194529
Ware,41.17386489,40.98449612,40.79512735,40.60575858,40.41638981,40.22702104,40.03765227,39.8482835,39.65891473,39.46954596,39.28128461,39.28239203,39.28349945,39.28460687,39.28571429,39.28792913,39.28903654,39.29014396,39.29125138,39.2923588,39.29457364,39.38648948,39.47951274,39.57253599,39.66555925,39.7585825,39.85049834,39.94352159,40.03654485,40.12956811,40.22259136,40.19490587,39.78737542,39.6290144,39.40420819,39.23255814,39.61904762,39.72425249
Warren,23.01748252,22.83916084,22.66433566,22.48601399,22.31118881,22.13286713,21.95804196,21.77972028,21.6048951,21.42657343,21.25174825,21.33916084,21.43006993,21.52097902,21.61188811,21.7027972,21.79020979,21.88111888,21.97202797,22.06293706,22.15384615,21.95804196,21.76573427,21.56993007,21.37762238,21.18531469,20.98951049,20.7972028,20.6013986,20.40909091,20.21678322,19.84965035,19.39160839,19.30769231,19.1013986,18.80769231,18.81818182,18.54195804
Washington,27.70882353,27.74852941,27.78823529,27.82794118,27.86764706,27.90735294,27.94705882,27.98676471,28.02647059,28.06617647,28.10588235,28.40882353,28.71176471,29.01617647,29.31911765,29.62352941,29.92647059,30.22941176,30.53382353,30.83676471,31.14117647,31.12941176,31.11764706,31.10588235,31.09411765,31.08235294,31.07058824,31.05882353,31.04705882,31.03529412,31.025,30.84264706,30.58382353,30.26029412,30.22794118,30.5,29.91617647,29.87205882
Wayne,32.17054264,32.41860465,32.66821705,32.91627907,33.16589147,33.41550388,33.66356589,33.91317829,34.16124031,34.41085271,34.66046512,35.31162791,35.96434109,36.61705426,37.26976744,37.92248062,38.5751938,39.22790698,39.88062016,40.53333333,41.18604651,41.73023256,42.2744186,42.81860465,43.3627907,43.90697674,44.45116279,44.99534884,45.53953488,46.08372093,46.62945736,46.97674419,47.02790698,46.52248062,46.37674419,45.64496124,46.48837209,46.22790698
Webster,11.14761905,11.10952381,11.07142857,11.03333333,10.9952381,10.96190476,10.92380952,10.88571429,10.84761905,10.80952381,10.77619048,10.83333333,10.8952381,10.95714286,11.01428571,11.07619048,11.13809524,11.1952381,11.25714286,11.31904762,11.38095238,11.56666667,11.75238095,11.93809524,12.12857143,12.31428571,12.5,12.69047619,12.87619048,13.06190476,13.25238095,13.16666667,13.17619048,12.71904762,12.44285714,12.53333333,12.43809524,12.4047619
Wheeler,17.29865772,17.2114094,17.12751678,17.04362416,16.95973154,16.87583893,16.7885906,16.70469799,16.62080537,16.53691275,16.45302013,16.87919463,17.30872483,17.73489933,18.16442953,18.59395973,19.02013423,19.44966443,19.87583893,20.30536913,20.73489933,21.26510067,21.79530201,22.32550336,22.8557047,23.38590604,23.91610738,24.44630872,24.97651007,25.50671141,26.03691275,27.0738255,26.57718121,26.58724832,26.74496644,26.5033557,26.90268456,26.68456376
White,41.81818182,43.00826446,44.20247934,45.39256198,46.58677686,47.78099174,48.97107438,50.16528926,51.3553719,52.54958678,53.74380165,56.60743802,59.47520661,62.34297521,65.2107438,68.0785124,70.94214876,73.80991736,76.67768595,79.54545455,82.41322314,85.41322314,88.41322314,91.41322314,94.41322314,97.41322314,100.4132231,103.4132231,106.4132231,109.4132231,112.4173554,113.2520661,114.1859504,115.0247934,115.8471074,117.3429752,119.1115702,121.7066116
Whitfield,226.8586207,229.1586207,231.4586207,233.7586207,236.062069,238.362069,240.662069,242.9655172,245.2655172,247.5655172,249.8689655,253.6827586,257.4965517,261.3103448,265.1275862,268.9413793,272.7551724,276.5724138,280.3862069,284.2,288.0172414,294.6517241,301.2896552,307.9275862,314.562069,321.2,327.837931,334.4724138,341.1103448,347.7482759,354.3862069,355.3655172,355.7172414,355.1103448,356.7206897,358.7206897,361.0275862,360.8896552
Wilcox,20.21578947,20.03684211,19.86052632,19.68157895,19.50526316,19.32894737,19.15,18.97368421,18.79473684,18.61842105,18.44210526,18.85263158,19.26578947,19.67894737,20.09210526,20.50526316,20.91842105,21.33157895,21.74473684,22.15789474,22.57105263,22.74473684,22.91842105,23.09210526,23.26842105,23.44210526,23.61578947,23.79210526,23.96578947,24.13947368,24.31578947,24.23421053,23.77368421,23.73947368,23.40526316,23.41842105,23.33421053,23.15789474
Wilkes,23.25053079,23.17409766,23.09978769,23.02335456,22.94904459,22.87473461,22.79830149,22.72399151,22.64755839,22.57324841,22.49893843,22.51804671,22.53715499,22.55626327,22.57537155,22.59447983,22.61358811,22.63269639,22.65180467,22.67091295,22.69002123,22.65180467,22.61358811,22.57537155,22.53715499,22.49893843,22.46072187,22.42250531,22.38428875,22.34607219,22.30997877,21.71974522,21.42462845,21.08280255,21.15711253,21.05732484,20.85350318,21.00212314
Wilkinson,23.19463087,23.16331096,23.13199105,23.10067114,23.06935123,23.03803132,23.00671141,22.9753915,22.94407159,22.91275168,22.88143177,22.87919463,22.87695749,22.87472036,22.87248322,22.87248322,22.87024609,22.86800895,22.86577181,22.86353468,22.86353468,22.70693512,22.55033557,22.39373602,22.23713647,22.08277405,21.9261745,21.76957494,21.61297539,21.45637584,21.30201342,21.05145414,21.20805369,20.94407159,20.76733781,20.31767338,20.24161074,20.04250559
Worth,31.69122807,31.98596491,32.28070175,32.5754386,32.87017544,33.16491228,33.45964912,33.75438596,34.04912281,34.34385965,34.64035088,35.02982456,35.41929825,35.80877193,36.19824561,36.58947368,36.97894737,37.36842105,37.75789474,38.14736842,38.53859649,38.49122807,38.44561404,38.39824561,38.35263158,38.30701754,38.25964912,38.21403509,38.16666667,38.12105263,38.0754386,37.76315789,37.48245614,36.96491228,36.88070175,36.31754386,36.34912281,36.02280702
